arabic_word,normalized_arabic,phonetic_word,simple_latin
دَآبَّةٍ,دابه,dabbatin,dabh
وَلَٰكِن,ولاكن,walakin,wlakn
يُؤَخِّرُهُمْ,يوخرهم,yuakhkhiruhum,ywkhrhm
إِلَىٰٓ,اليا,ila,alya
أَجَلٍ,اجل,ajalin,ajl
مُّسَمًّى,مسمي,musamman,msmy
فَإِذَا,فاذا,faitha,fadha
جَآءَ,جاء,jaa,jaa
أَجَلُهُمْ,اجلهم,ajaluhum,ajlhm
فَإِنَّ,فان,fainna,fan
ٱللَّهَ,الله,Allaha,allh
كَانَ,كان,kana,kan
بِعِبَادِهِ,بعباده,biAAibadihi,babadh
بَصِيرًا,بصيرا,baseeran,bsyra
وَٱلْقُرْءَانِ,والقرءان,Waalqurani,walqraan
ٱلْحَكِيمِ,الحكيم,alhakeemi,alhkym
إِنَّكَ,انك,Innaka,ank
لَمِنَ,لمن,lamina,lmn
ٱلْمُرْسَلِينَ,المرسلين,almursaleena,almrslyn
عَلَىٰ,عليا,AAala,alya
صِرَٰطٍ,صراط,siratin,srat
مُّسْتَقِيمٍ,مستقيم,mustaqeemin,mstqym
تَنزِيلَ,تنزيل,Tanzeela,tnzyl
ٱلْعَزِيزِ,العزيز,alAAazeezi,alazyz
ٱلرَّحِيمِ,الرحيم,alrraheemi,alrhym
لِتُنذِرَ,لتنذر,Litunthira,ltndhr
قَوْمًا,قوما,qawman,qwma
مَّآ,ما,ma,ma
أُنذِرَ,انذر,onthira,andhr
ءَابَآؤُهُمْ,ءاباوهم,abaohum,aabawhm
فَهُمْ,فهم,fahum,fhm
غَٰفِلُونَ,غافلون,ghafiloona,ghaflwn
لَقَدْ,لقد,Laqad,lqd
حَقَّ,حق,haqqa,hq
ٱلْقَوْلُ,القول,alqawlu,alqwl
عَلَىٰٓ,عليا,AAala,alya
أَكْثَرِهِمْ,اكثرهم,aktharihim,akthrhm
فَهُمْ,فهم,fahum,fhm
لَا,لا,la,la
يُؤْمِنُونَ,يومنون,yuminoona,ywmnwn
إِنَّا,انا,Inna,ana
جَعَلْنَا,جعلنا,jaAAalna,jalna
فِىٓ,في,fee,fy
أَعْنَٰقِهِمْ,اعناقهم,aAAnaqihim,aanaqhm
أَغْلَٰلًا,اغلالا,aghlalan,aghlala
فَهِىَ,فهي,fahiya,fhy
إِلَى,الي,ila,aly
ٱلْأَذْقَانِ,الاذقان,alathqani,aladhqan
فَهُم,فهم,fahum,fhm
مُّقْمَحُونَ,مقمحون,muqmahoona,mqmhwn
وَجَعَلْنَا,وجعلنا,WajaAAalna,wjalna
مِن,من,min,mn
بَيْنِ,بين,bayni,byn
أَيْدِيهِمْ,ايديهم,aydeehim,aydyhm
سَدًّا,سدا,saddan,sda
وَمِنْ,ومن,wamin,wmn
خَلْفِهِمْ,خلفهم,khalfihim,khlfhm
سَدًّا,سدا,saddan,sda
فَأَغْشَيْنَٰهُمْ,فاغشيناهم,faaghshaynahum,faghshynahm
فَهُمْ,فهم,fahum,fhm
لَا,لا,la,la
يُبْصِرُونَ,يبصرون,yubsiroona,ybsrwn
وَسَوَآءٌ,وسواء,Wasawaon,wswaa
عَلَيْهِمْ,عليهم,AAalayhim,alyhm
ءَأَنذَرْتَهُمْ,ءانذرتهم,aanthartahum,aandhrthm
أَمْ,ام,am,am
لَمْ,لم,lam,lm
تُنذِرْهُمْ,تنذرهم,tunthirhum,tndhrhm
لَا,لا,la,la
يُؤْمِنُونَ,يومنون,yuminoona,ywmnwn
إِنَّمَا,انما,Innama,anma
تُنذِرُ,تنذر,tunthiru,tndhr
مَنِ,من,mani,mn
ٱتَّبَعَ,اتبع,ittabaAAa,atba
ٱلذِّكْرَ,الذكر,alththikra,aldhkr
وَخَشِىَ,وخشي,wakhashiya,wkhshy
ٱلرَّحْمَٰنَ,الرحمان,alrrahmana,alrhman
بِٱلْغَيْبِ,بالغيب,bialghaybi,balghyb
فَبَشِّرْهُ,فبشره,fabashshirhu,fbshrh
بِمَغْفِرَةٍ,بمغفره,bimaghfiratin,bmghfrh
وَأَجْرٍ,واجر,waajrin,wajr
كَرِيمٍ,كريم,kareemin,krym
إِنَّا,انا,Inna,ana
نَحْنُ,نحن,nahnu,nhn
نُحْىِ,نحي,nuhyee,nhy
ٱلْمَوْتَىٰ,الموتيا,almawta,almwtya
وَنَكْتُبُ,ونكتب,wanaktubu,wnktb
مَا,ما,ma,ma
قَدَّمُوا,قدموا,qaddamoo,qdmwa
وَءَاثَٰرَهُمْ,وءاثارهم,waatharahum,waatharhm
وَكُلَّ,وكل,wakulla,wkl
شَىْءٍ,شيء,shayin,shya
أَحْصَيْنَٰهُ,احصيناه,ahsaynahu,ahsynah
فِىٓ,في,fee,fy
إِمَامٍ,امام,imamin,amam
مُّبِينٍ,مبين,mubeenin,mbyn
وَٱضْرِبْ,واضرب,Waidrib,wadrb
لَهُم,لهم,lahum,lhm
مَّثَلًا,مثلا,mathalan,mthla
أَصْحَٰبَ,اصحاب,ashaba,ashab
ٱلْقَرْيَةِ,القريه,alqaryati,alqryh
إِذْ,اذ,ith,adh
جَآءَهَا,جاءها,jaaha,jaaha
ٱلْمُرْسَلُونَ,المرسلون,almursaloona,almrslwn
إِذْ,اذ,Ith,adh
أَرْسَلْنَآ,ارسلنا,arsalna,arslna
إِلَيْهِمُ,اليهم,ilayhimu,alyhm
ٱثْنَيْنِ,اثنين,ithnayni,athnyn
فَكَذَّبُوهُمَا,فكذبوهما,fakaththaboohuma,fkdhbwhma
فَعَزَّزْنَا,فعززنا,faAAazzazna,fazzna
بِثَالِثٍ,بثالث,bithalithin,bthalth
فَقَالُوٓا,فقالوا,faqaloo,fqalwa
إِنَّآ,انا,inna,ana
إِلَيْكُم,اليكم,ilaykum,alykm
مُّرْسَلُونَ,مرسلون,mursaloona,mrslwn
قَالُوا,قالوا,Qaloo,qalwa
مَآ,ما,ma,ma
أَنتُمْ,انتم,antum,antm
إِلَّا,الا,illa,ala
بَشَرٌ,بشر,basharun,bshr
مِّثْلُنَا,مثلنا,mithluna,mthlna
وَمَآ,وما,wama,wma
أَنزَلَ,انزل,anzala,anzl
ٱلرَّحْمَٰنُ,الرحمان,alrrahmanu,alrhman
مِن,من,min,mn
شَىْءٍ,شيء,shayin,shya
إِنْ,ان,in,an
أَنتُمْ,انتم,antum,antm
إِلَّا,الا,illa,ala
تَكْذِبُونَ,تكذبون,takthiboona,tkdhbwn
قَالُوا,قالوا,Qaloo,qalwa
رَبُّنَا,ربنا,rabbuna,rbna
يَعْلَمُ,يعلم,yaAAlamu,yalm
إِنَّآ,انا,inna,ana
إِلَيْكُمْ,اليكم,ilaykum,alykm
لَمُرْسَلُونَ,لمرسلون,lamursaloona,lmrslwn
وَمَا,وما,Wama,wma
عَلَيْنَآ,علينا,AAalayna,alyna
إِلَّا,الا,illa,ala
ٱلْبَلَٰغُ,البلاغ,albalaghu,alblagh
ٱلْمُبِينُ,المبين,almubeenu,almbyn
قَالُوٓا,قالوا,Qaloo,qalwa
إِنَّا,انا,inna,ana
تَطَيَّرْنَا,تطيرنا,tatayyarna,ttyrna
بِكُمْ,بكم,bikum,bkm
لَئِن,لين,lain,lyn
لَّمْ,لم,lam,lm
تَنتَهُوا,تنتهوا,tantahoo,tnthwa
لَنَرْجُمَنَّكُمْ,لنرجمنكم,lanarjumannakum,lnrjmnkm
وَلَيَمَسَّنَّكُم,وليمسنكم,walayamassannakum,wlymsnkm
مِّنَّا,منا,minna,mna
عَذَابٌ,عذاب,AAathabun,adhab
أَلِيمٌ,اليم,aleemun,alym
قَالُوا,قالوا,Qaloo,qalwa
طَٰٓئِرُكُم,طايركم,tairukum,tayrkm
مَّعَكُمْ,معكم,maAAakum,makm
أَئِن,اين,ain,ayn
ذُكِّرْتُم,ذكرتم,thukkirtum,dhkrtm
بَلْ,بل,bal,bl
أَنتُمْ,انتم,antum,antm
قَوْمٌ,قوم,qawmun,qwm
مُّسْرِفُونَ,مسرفون,musrifoona,msrfwn
ٱتَّبِعُوا,اتبعوا,IttabiAAoo,atbawa
مَن,من,man,mn
لَّا,لا,la,la
يَسْـَٔلُكُمْ,يسلكم,yasalukum,yslkm
أَجْرًا,اجرا,ajran,ajra
وَهُم,وهم,wahum,whm
مُّهْتَدُونَ,مهتدون,muhtadoona,mhtdwn
وَمَا,وما,Wama,wma
لِىَ,لي,liya,ly
لَآ,لا,la,la
أَعْبُدُ,اعبد,aAAbudu,aabd
ٱلَّذِى,الذي,allathee,aldhy
فَطَرَنِى,فطرني,fataranee,ftrny
وَإِلَيْهِ,واليه,wailayhi,walyh
تُرْجَعُونَ,ترجعون,turjaAAoona,trjawn
ءَأَتَّخِذُ,ءاتخذ,Aattakhithu,aatkhdh
مِن,من,min,mn
دُونِهِٓ,دونه,doonihi,dwnh
ءَالِهَةً,ءالهه,alihatan,aalhh
إِن,ان,in,an
يُرِدْنِ,يردن,yuridni,yrdn
ٱلرَّحْمَٰنُ,الرحمان,alrrahmanu,alrhman
بِضُرٍّ,بضر,bidurrin,bdr
لَّا,لا,la,la
تُغْنِ,تغن,tughni,tghn
عَنِّى,عني,AAannee,any
شَفَٰعَتُهُمْ,شفاعتهم,shafaAAatuhum,shfaathm
شَيْـًٔا,شيا,shayan,shya
وَلَا,ولا,wala,wla
يُنقِذُونِ,ينقذون,yunqithooni,ynqdhwn
إِنِّىٓ,اني,Innee,any
إِذًا,اذا,ithan,adha
لَّفِى,لفي,lafee,lfy
ضَلَٰلٍ,ضلال,dalalin,dlal
مُّبِينٍ,مبين,mubeenin,mbyn
إِنِّىٓ,اني,Innee,any
ءَامَنتُ,ءامنت,amantu,aamnt
بِرَبِّكُمْ,بربكم,birabbikum,brbkm
فَٱسْمَعُونِ,فاسمعون,faismaAAooni,fasmawn
بِمَا,بما,Bima,bma
غَفَرَ,غفر,ghafara,ghfr
لِى,لي,lee,ly
رَبِّى,ربي,rabbee,rby
وَجَعَلَنِى,وجعلني,wajaAAalanee,wjalny
مِنَ,من,mina,mn
ٱلْمُكْرَمِينَ,المكرمين,almukrameena,almkrmyn
وَمَآ,وما,Wama,wma
أَنزَلْنَا,انزلنا,anzalna,anzlna
عَلَىٰ,عليا,AAala,alya
قَوْمِهِ,قومه,qawmihi,qwmh
مِن,من,min,mn
بَعْدِهِ,بعده,baAAdihi,badh
مِن,من,min,mn
جُندٍ,جند,jundin,jnd
مِّنَ,من,mina,mn
ٱلسَّمَآءِ,السماء,alssamai,alsmaa
وَمَا,وما,wama,wma
كُنَّا,كنا,kunna,kna
مُنزِلِينَ,منزلين,munzileena,mnzlyn
إِن,ان,In,an
كَانَتْ,كانت,kanat,kant
إِلَّا,الا,illa,ala
صَيْحَةً,صيحه,sayhatan,syhh
وَٰحِدَةً,واحده,wahidatan,wahdh
فَإِذَا,فاذا,faitha,fadha
هُمْ,هم,hum,hm
خَٰمِدُونَ,خامدون,khamidoona,khamdwn
أَلَمْ,الم,Alam,alm
يَرَوْا,يروا,yaraw,yrwa
كَمْ,كم,kam,km
أَهْلَكْنَا,اهلكنا,ahlakna,ahlkna
قَبْلَهُم,قبلهم,qablahum,qblhm
مِّنَ,من,mina,mn
ٱلْقُرُونِ,القرون,alqurooni,alqrwn
أَنَّهُمْ,انهم,annahum,anhm
إِلَيْهِمْ,اليهم,ilayhim,alyhm
لَا,لا,la,la
يَرْجِعُونَ,يرجعون,yarjiAAoona,yrjawn
وَإِن,وان,Wain,wan
كُلٌّ,كل,kullun,kl
لَّمَّا,لما,lamma,lma
جَمِيعٌ,جميع,jameeAAun,jmya
لَّدَيْنَا,لدينا,ladayna,ldyna
مُحْضَرُونَ,محضرون,muhdaroona,mhdrwn
وَءَايَةٌ,وءايه,Waayatun,waayh
لَّهُمُ,لهم,lahumu,lhm
ٱلْأَرْضُ,الارض,alardu,alard
ٱلْمَيْتَةُ,الميته,almaytatu,almyth
أَحْيَيْنَٰهَا,احييناها,ahyaynaha,ahyynaha
وَأَخْرَجْنَا,واخرجنا,waakhrajna,wakhrjna
مِنْهَا,منها,minha,mnha
حَبًّا,حبا,habban,hba
فَمِنْهُ,فمنه,faminhu,fmnh
يَأْكُلُونَ,ياكلون,yakuloona,yaklwn
وَجَعَلْنَا,وجعلنا,WajaAAalna,wjalna
فِيهَا,فيها,feeha,fyha
جَنَّٰتٍ,جنات,jannatin,jnat
مِّن,من,min,mn
نَّخِيلٍ,نخيل,nakheelin,nkhyl
وَأَعْنَٰبٍ,واعناب,waaAAnabin,waanab
وَفَجَّرْنَا,وفجرنا,wafajjarna,wfjrna
فِيهَا,فيها,feeha,fyha
مِنَ,من,mina,mn
ٱلْعُيُونِ,العيون,alAAuyooni,alaywn
لِيَأْكُلُوا,لياكلوا,Liyakuloo,lyaklwa
مِن,من,min,mn
ثَمَرِهِ,ثمره,thamarihi,thmrh
وَمَا,وما,wama,wma
عَمِلَتْهُ,عملته,AAamilathu,amlth
أَيْدِيهِمْ,ايديهم,aydeehim,aydyhm
أَفَلَا,افلا,afala,afla
يَشْكُرُونَ,يشكرون,yashkuroona,yshkrwn
سُبْحَٰنَ,سبحان,Subhana,sbhan
ٱلَّذِى,الذي,allathee,aldhy
خَلَقَ,خلق,khalaqa,khlq
ٱلْأَزْوَٰجَ,الازواج,alazwaja,alazwaj
كُلَّهَا,كلها,kullaha,klha
مِمَّا,مما,mimma,mma
تُنبِتُ,تنبت,tunbitu,tnbt
ٱلْأَرْضُ,الارض,alardu,alard
وَمِنْ,ومن,wamin,wmn
أَنفُسِهِمْ,انفسهم,anfusihim,anfshm
وَمِمَّا,ومما,wamimma,wmma
لَا,لا,la,la
يَعْلَمُونَ,يعلمون,yaAAlamoona,yalmwn
وَءَايَةٌ,وءايه,Waayatun,waayh
لَّهُمُ,لهم,lahumu,lhm
ٱلَّيْلُ,اليل,allaylu,alyl
نَسْلَخُ,نسلخ,naslakhu,nslkh
مِنْهُ,منه,minhu,mnh
ٱلنَّهَارَ,النهار,alnnahara,alnhar
فَإِذَا,فاذا,faitha,fadha
هُم,هم,hum,hm
مُّظْلِمُونَ,مظلمون,muthlimoona,mzlmwn
وَٱلشَّمْسُ,والشمس,Waalshshamsu,walshms
تَجْرِى,تجري,tajree,tjry
لِمُسْتَقَرٍّ,لمستقر,limustaqarrin,lmstqr
لَّهَا,لها,laha,lha
ذَٰلِكَ,ذالك,thalika,dhalk
تَقْدِيرُ,تقدير,taqdeeru,tqdyr
ٱلْعَزِيزِ,العزيز,alAAazeezi,alazyz
ٱلْعَلِيمِ,العليم,alAAaleemi,alalym
وَٱلْقَمَرَ,والقمر,Waalqamara,walqmr
قَدَّرْنَٰهُ,قدرناه,qaddarnahu,qdrnah
مَنَازِلَ,منازل,manazila,mnazl
حَتَّىٰ,حتيا,hatta,htya
عَادَ,عاد,AAada,aad
كَٱلْعُرْجُونِ,كالعرجون,kaalAAurjooni,kalarjwn
ٱلْقَدِيمِ,القديم,alqadeemi,alqdym
لَا,لا,La,la
ٱلشَّمْسُ,الشمس,alshshamsu,alshms
يَنبَغِى,ينبغي,yanbaghee,ynbghy
لَهَآ,لها,laha,lha
أَن,ان,an,an
تُدْرِكَ,تدرك,tudrika,tdrk
ٱلْقَمَرَ,القمر,alqamara,alqmr
وَلَا,ولا,wala,wla
ٱلَّيْلُ,اليل,allaylu,alyl
سَابِقُ,سابق,sabiqu,sabq
ٱلنَّهَارِ,النهار,alnnahari,alnhar
وَكُلٌّ,وكل,wakullun,wkl
فِى,في,fee,fy
فَلَكٍ,فلك,falakin,flk
يَسْبَحُونَ,يسبحون,yasbahoona,ysbhwn
وَءَايَةٌ,وءايه,Waayatun,waayh
لَّهُمْ,لهم,lahum,lhm
أَنَّا,انا,anna,ana
حَمَلْنَا,حملنا,hamalna,hmlna
ذُرِّيَّتَهُمْ,ذريتهم,thurriyyatahum,dhrythm
فِى,في,fee,fy
ٱلْفُلْكِ,الفلك,alfulki,alflk
ٱلْمَشْحُونِ,المشحون,almashhooni,almshhwn
وَخَلَقْنَا,وخلقنا,Wakhalaqna,wkhlqna
لَهُم,لهم,lahum,lhm
مِّن,من,min,mn
مِّثْلِهِ,مثله,mithlihi,mthlh
مَا,ما,ma,ma
يَرْكَبُونَ,يركبون,yarkaboona,yrkbwn
وَإِن,وان,Wain,wan
نَّشَأْ,نشا,nasha,nsha
نُغْرِقْهُمْ,نغرقهم,nughriqhum,nghrqhm
فَلَا,فلا,fala,fla
صَرِيخَ,صريخ,sareekha,srykh
لَهُمْ,لهم,lahum,lhm
وَلَا,ولا,wala,wla
هُمْ,هم,hum,hm
يُنقَذُونَ,ينقذون,yunqathoona,ynqdhwn
إِلَّا,الا,Illa,ala
رَحْمَةً,رحمه,rahmatan,rhmh
مِّنَّا,منا,minna,mna
وَمَتَٰعًا,ومتاعا,wamataAAan,wmtaaa
إِلَىٰ,اليا,ila,alya
حِينٍ,حين,heenin,hyn
وَإِذَا,واذا,Waitha,wadha
قِيلَ,قيل,qeela,qyl
لَهُمُ,لهم,lahumu,lhm
ٱتَّقُوا,اتقوا,ittaqoo,atqwa
مَا,ما,ma,ma
بَيْنَ,بين,bayna,byn
أَيْدِيكُمْ,ايديكم,aydeekum,aydykm
وَمَا,وما,wama,wma
خَلْفَكُمْ,خلفكم,khalfakum,khlfkm
لَعَلَّكُمْ,لعلكم,laAAallakum,lalkm
تُرْحَمُونَ,ترحمون,turhamoona,trhmwn
وَمَا,وما,Wama,wma
تَأْتِيهِم,تاتيهم,tateehim,tatyhm
مِّنْ,من,min,mn
ءَايَةٍ,ءايه,ayatin,aayh
مِّنْ,من,min,mn
ءَايَٰتِ,ءايات,ayati,aayat
رَبِّهِمْ,ربهم,rabbihim,rbhm
إِلَّا,الا,illa,ala
كَانُوا,كانوا,kanoo,kanwa
عَنْهَا,عنها,AAanha,anha
مُعْرِضِينَ,معرضين,muAArideena,mardyn
وَإِذَا,واذا,Waitha,wadha
قِيلَ,قيل,qeela,qyl
لَهُمْ,لهم,lahum,lhm
أَنفِقُوا,انفقوا,anfiqoo,anfqwa
مِمَّا,مما,mimma,mma
رَزَقَكُمُ,رزقكم,razaqakumu,rzqkm
ٱللَّهُ,الله,Allahu,allh
قَالَ,قال,qala,qal
ٱلَّذِينَ,الذين,allatheena,aldhyn
كَفَرُوا,كفروا,kafaroo,kfrwa
لِلَّذِينَ,للذين,lillatheena,lldhyn
ءَامَنُوٓا,ءامنوا,amanoo,aamnwa
أَنُطْعِمُ,انطعم,anutAAimu,antam
مَن,من,man,mn
لَّوْ,لو,law,lw
يَشَآءُ,يشاء,yashao,yshaa
ٱللَّهُ,الله,Allahu,allh
أَطْعَمَهُٓ,اطعمه,atAAamahu,atamh
إِنْ,ان,in,an
أَنتُمْ,انتم,antum,antm
إِلَّا,الا,illa,ala
فِى,في,fee,fy
ضَلَٰلٍ,ضلال,dalalin,dlal
مُّبِينٍ,مبين,mubeenin,mbyn
وَيَقُولُونَ,ويقولون,Wayaqooloona,wyqwlwn
مَتَىٰ,متيا,mata,mtya
هَٰذَا,هاذا,hatha,hadha
ٱلْوَعْدُ,الوعد,alwaAAdu,alwad
إِن,ان,in,an
كُنتُمْ,كنتم,kuntum,kntm
صَٰدِقِينَ,صادقين,sadiqeena,sadqyn
مَا,ما,Ma,ma
يَنظُرُونَ,ينظرون,yanthuroona,ynzrwn
إِلَّا,الا,illa,ala
صَيْحَةً,صيحه,sayhatan,syhh
وَٰحِدَةً,واحده,wahidatan,wahdh
تَأْخُذُهُمْ,تاخذهم,takhuthuhum,takhdhhm
وَهُمْ,وهم,wahum,whm
يَخِصِّمُونَ,يخصمون,yakhissimoona,ykhsmwn
فَلَا,فلا,Fala,fla
يَسْتَطِيعُونَ,يستطيعون,yastateeAAoona,ysttyawn
تَوْصِيَةً,توصيه,tawsiyatan,twsyh
وَلَآ,ولا,wala,wla
إِلَىٰٓ,اليا,ila,alya
أَهْلِهِمْ,اهلهم,ahlihim,ahlhm
يَرْجِعُونَ,يرجعون,yarjiAAoona,yrjawn
وَنُفِخَ,ونفخ,Wanufikha,wnfkh
فِى,في,fee,fy
ٱلصُّورِ,الصور,alssoori,alswr
فَإِذَا,فاذا,faitha,fadha
هُم,هم,hum,hm
مِّنَ,من,mina,mn
ٱلْأَجْدَاثِ,الاجداث,alajdathi,alajdath
إِلَىٰ,اليا,ila,alya
رَبِّهِمْ,ربهم,rabbihim,rbhm
يَنسِلُونَ,ينسلون,yansiloona,ynslwn
إِن,ان,In,an
كَانَتْ,كانت,kanat,kant
إِلَّا,الا,illa,ala
صَيْحَةً,صيحه,sayhatan,syhh
وَٰحِدَةً,واحده,wahidatan,wahdh
فَإِذَا,فاذا,faitha,fadha
هُمْ,هم,hum,hm
جَمِيعٌ,جميع,jameeAAun,jmya
لَّدَيْنَا,لدينا,ladayna,ldyna
مُحْضَرُونَ,محضرون,muhdaroona,mhdrwn
فَٱلْيَوْمَ,فاليوم,Faalyawma,falywm
لَا,لا,la,la
تُظْلَمُ,تظلم,tuthlamu,tzlm
نَفْسٌ,نفس,nafsun,nfs
شَيْـًٔا,شيا,shayan,shya
وَلَا,ولا,wala,wla
تُجْزَوْنَ,تجزون,tujzawna,tjzwn
إِلَّا,الا,illa,ala
مَا,ما,ma,ma
كُنتُمْ,كنتم,kuntum,kntm
تَعْمَلُونَ,تعملون,taAAmaloona,tamlwn
إِنَّ,ان,Inna,an
أَصْحَٰبَ,اصحاب,ashaba,ashab
ٱلْجَنَّةِ,الجنه,aljannati,aljnh
ٱلْيَوْمَ,اليوم,alyawma,alywm
فِى,في,fee,fy
شُغُلٍ,شغل,shughulin,shghl
فَٰكِهُونَ,فاكهون,fakihoona,fakhwn
هُمْ,هم,Hum,hm
وَأَزْوَٰجُهُمْ,وازواجهم,waazwajuhum,wazwajhm
فِى,في,fee,fy
ظِلَٰلٍ,ظلال,thilalin,zlal
عَلَى,علي,AAala,aly
ٱلْأَرَآئِكِ,الارايك,alaraiki,alarayk
مُتَّكِـُٔونَ,متكون,muttakioona,mtkwn
لَهُمْ,لهم,Lahum,lhm
فِيهَا,فيها,feeha,fyha
فَٰكِهَةٌ,فاكهه,fakihatun,fakhh
وَلَهُم,ولهم,walahum,wlhm
مَّا,ما,ma,ma
يَدَّعُونَ,يدعون,yaddaAAoona,ydawn
سَلَٰمٌ,سلام,Salamun,slam
قَوْلًا,قولا,qawlan,qwla
مِّن,من,min,mn
رَّبٍّ,رب,rabbin,rb
رَّحِيمٍ,رحيم,raheemin,rhym
وَٱمْتَٰزُوا,وامتازوا,Waimtazoo,wamtazwa
ٱلْيَوْمَ,اليوم,alyawma,alywm
أَيُّهَا,ايها,ayyuha,ayha
ٱلْمُجْرِمُونَ,المجرمون,almujrimoona,almjrmwn
وَأَنِ,وان,Waani,wan
ٱعْبُدُونِى,اعبدوني,oAAbudoonee,aabdwny
هَٰذَا,هاذا,hatha,hadha
صِرَٰطٌ,صراط,siratun,srat
مُّسْتَقِيمٌ,مستقيم,mustaqeemun,mstqym
وَلَقَدْ,ولقد,Walaqad,wlqd
أَضَلَّ,اضل,adalla,adl
مِنكُمْ,منكم,minkum,mnkm
جِبِلًّا,جبلا,jibillan,jbla
كَثِيرًا,كثيرا,katheeran,kthyra
أَفَلَمْ,افلم,afalam,aflm
تَكُونُوا,تكونوا,takoonoo,tkwnwa
تَعْقِلُونَ,تعقلون,taAAqiloona,taqlwn
هَٰذِهِ,هاذه,Hathihi,hadhh
جَهَنَّمُ,جهنم,jahannamu,jhnm
ٱلَّتِى,التي,allatee,alty
كُنتُمْ,كنتم,kuntum,kntm
تُوعَدُونَ,توعدون,tooAAadoona,twadwn
ٱصْلَوْهَا,اصلوها,Islawha,aslwha
ٱلْيَوْمَ,اليوم,alyawma,alywm
بِمَا,بما,bima,bma
كُنتُمْ,كنتم,kuntum,kntm
تَكْفُرُونَ,تكفرون,takfuroona,tkfrwn
ٱلْيَوْمَ,اليوم,Alyawma,alywm
نَخْتِمُ,نختم,nakhtimu,nkhtm
عَلَىٰٓ,عليا,AAala,alya
أَفْوَٰهِهِمْ,افواههم,afwahihim,afwahhm
وَتُكَلِّمُنَآ,وتكلمنا,watukallimuna,wtklmna
أَيْدِيهِمْ,ايديهم,aydeehim,aydyhm
وَتَشْهَدُ,وتشهد,watashhadu,wtshhd
أَرْجُلُهُم,ارجلهم,arjuluhum,arjlhm
بِمَا,بما,bima,bma
كَانُوا,كانوا,kanoo,kanwa
يَكْسِبُونَ,يكسبون,yaksiboona,yksbwn
وَلَوْ,ولو,Walaw,wlw
نَشَآءُ,نشاء,nashao,nshaa
لَطَمَسْنَا,لطمسنا,latamasna,ltmsna
عَلَىٰٓ,عليا,AAala,alya
أَعْيُنِهِمْ,اعينهم,aAAyunihim,aaynhm
فَٱسْتَبَقُوا,فاستبقوا,faistabaqoo,fastbqwa
ٱلصِّرَٰطَ,الصراط,alssirata,alsrat
فَأَنَّىٰ,فانيا,faanna,fanya
يُبْصِرُونَ,يبصرون,yubsiroona,ybsrwn
وَلَوْ,ولو,Walaw,wlw
نَشَآءُ,نشاء,nashao,nshaa
لَمَسَخْنَٰهُمْ,لمسخناهم,lamasakhnahum,lmskhnahm
عَلَىٰ,عليا,AAala,alya
مَكَانَتِهِمْ,مكانتهم,makanatihim,mkanthm
فَمَا,فما,fama,fma
ٱسْتَطَٰعُوا,استطاعوا,istataAAoo,asttaawa
مُضِيًّا,مضيا,mudiyyan,mdya
وَلَا,ولا,wala,wla
يَرْجِعُونَ,يرجعون,yarjiAAoona,yrjawn
وَمَن,ومن,Waman,wmn
نُّعَمِّرْهُ,نعمره,nuAAammirhu,namrh
نُنَكِّسْهُ,ننكسه,nunakkishu,nnksh
فِى,في,fee,fy
ٱلْخَلْقِ,الخلق,alkhalqi,alkhlq
أَفَلَا,افلا,afala,afla
يَعْقِلُونَ,يعقلون,yaAAqiloona,yaqlwn
